医院,姓名,科室,评分,擅长,简介
江苏省人民医院,徐东杰,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,许迪,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,杨荣,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,占伊扬,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,张凤祥,心血管内科,4.1,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,张馥敏,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,张海锋,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,张浩,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,周蕾,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,周秀娟,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,朱铁兵,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,邹建刚,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,顾卫东,心血管外科,3.8,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
江苏省人民医院,邵永丰,心血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
江苏省人民医院,王晓伟,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
江苏省人民医院,魏磊,心血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
江苏省人民医院,徐骁晗,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
江苏省人民医院,张石江,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
江苏省人民医院,胡毓华,新生儿科,3.3,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。
江苏省人民医院,邹君杰,血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
江苏省人民医院,曾珊,营养科,2.9,营养科常见病、多发病诊治,主任医师，营养科专科，从事临床工作多年，具有丰富的临床经验。
江苏省人民医院,周苏明,重症监护室,3.5,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
南京鼓楼医院,史炯,病理科,3.5,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
南京鼓楼医院,辜楠,儿科,3.5,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
南京鼓楼医院,高下,耳鼻喉,3.7,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
南京鼓楼医院,佘万东,耳鼻喉,3.8,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
南京鼓楼医院,陈杰,耳科,4.6,耳科常见病、多发病诊治,主任医师，耳科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,李婕,感染内科,3.5,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
南京鼓楼医院,蔡后荣,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
南京鼓楼医院,曹敏,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
南京鼓楼医院,代静泓,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
南京鼓楼医院,戴令娟,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
南京鼓楼医院,苏欣,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
南京鼓楼医院,肖永龙,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
南京鼓楼医院,郑培德,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
南京鼓楼医院,周玉皆,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
南京鼓楼医院,王军,急诊科,3.4,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。
南京鼓楼医院,陈洁,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
南京鼓楼医院,顾小萍,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
南京鼓楼医院,蒋忠,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
南京鼓楼医院,李冰冰,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
南京鼓楼医院,马正良,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
南京鼓楼医院,孙玉娥,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
南京鼓楼医院,丁从珠,免疫科,3.6,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
南京鼓楼医院,冯学兵,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
南京鼓楼医院,孙凌云,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
南京鼓楼医院,张华勇,免疫科,3.6,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
南京鼓楼医院,戴玉田,男科,3.7,男科常见病、多发病诊治,主任医师，男科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,毕艳,内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
南京鼓楼医院,冯文焕,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
南京鼓楼医院,胡云,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
南京鼓楼医院,孟然,内分泌科,4.4,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
南京鼓楼医院,沈山梅,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
南京鼓楼医院,田成功,内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
南京鼓楼医院,朱大龙,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
南京鼓楼医院,陆邦超,普通内科,3.4,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,沙杜鹃,全科,3.4,全科常见病、多发病诊治,主任医师，全科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,徐运,神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
南京鼓楼医院,赵辉,神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
南京鼓楼医院,杭春华,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
南京鼓楼医院,金伟,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
南京鼓楼医院,李伟,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
南京鼓楼医院,梁维帮,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
南京鼓楼医院,刘志坚,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
南京鼓楼医院,倪红斌,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
南京鼓楼医院,王嵘,神经外科,3.5,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
南京鼓楼医院,杨咏波,神经外科,3.5,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
南京鼓楼医院,何劲松,肾病内科,3.8,肾病内科常见病、多发病诊治,主任医师，肾病内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,汤日宁,肾病内科,3.8,肾病内科常见病、多发病诊治,主任医师，肾病内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,陆丽娟,疼痛科,3.6,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,陈隆典,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
南京鼓楼医院,王雷,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
南京鼓楼医院,徐肇敏,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
南京鼓楼医院,于成功,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
南京鼓楼医院,张斌,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
南京鼓楼医院,张晓琦,消化内科,3.8,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
南京鼓楼医院,朱明钦,消化内科,3.5,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
南京鼓楼医院,诸葛宇征,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
南京鼓楼医院,曹秋云,心理咨询科,3.5,心理咨询科常见病、多发病诊治,主任医师，心理咨询科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,顾蓉,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,黄为,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,宋杰,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,徐标,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,徐伟,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,张荣林,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,王东进,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
南京鼓楼医院,李晓强,血管外科,3.8,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
南京鼓楼医院,刘晨,血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
南京鼓楼医院,刘长建,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
南京鼓楼医院,乔彤,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
南京鼓楼医院,陈晓甜,营养科,2.9,营养科常见病、多发病诊治,主任医师，营养科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,虞文魁,重症监护室,3.6,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
华中科技大学同济医学院附属同济医院,柯昌庶,病理科,3.6,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
华中科技大学同济医学院附属同济医院,陈玲,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
华中科技大学同济医学院附属同济医院,方峰,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
华中科技大学同济医学院附属同济医院,卢慧玲,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
华中科技大学同济医学院附属同济医院,舒赛男,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
华中科技大学同济医学院附属同济医院,游学俊,耳鼻喉,3.6,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,赵西平,感染内科,3.7,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,刘辉国,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,刘先胜,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,汪涛,呼吸与危重症医学科,3.8,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,谢俊刚,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,谢敏,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,徐永健,呼吸与危重症医学科,3.8,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,许淑云,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,赵建平,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,周敏,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,李树生,急诊科,3.9,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。
华中科技大学同济医学院附属同济医院,杨光田,急诊科,3.7,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。
华中科技大学同济医学院附属同济医院,徐金枝,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,程黎明,临床检验,3.4,临床检验常见病、多发病诊治,主任医师，临床检验专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,罗爱林,麻醉科,3.9,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
华中科技大学同济医学院附属同济医院,田玉科,麻醉科,3.9,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
华中科技大学同济医学院附属同济医院,王鹏,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
华中科技大学同济医学院附属同济医院,张传汉,麻醉科,4.0,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
华中科技大学同济医学院附属同济医院,张咸伟,麻醉科,4.0,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
华中科技大学同济医学院附属同济医院,胡绍先,免疫科,3.6,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,胡蜀红,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,刘喆隆,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,余学锋,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,袁刚,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,张木勋,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,袁慧玲,普通内科,3.4,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,李新宇,屈光,3.4,屈光常见病、多发病诊治,主任医师，屈光专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,卜碧涛,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,田代实,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,张旻,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,朱遂强,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,陈坚,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
华中科技大学同济医学院附属同济医院,雷霆,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
华中科技大学同济医学院附属同济医院,牛洪泉,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
华中科技大学同济医学院附属同济医院,舒凯,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
华中科技大学同济医学院附属同济医院,王宝峰,神经外科,4.0,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
华中科技大学同济医学院附属同济医院,杨正明,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
华中科技大学同济医学院附属同济医院,于加省,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
华中科技大学同济医学院附属同济医院,张华楸,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
华中科技大学同济医学院附属同济医院,姚颖,肾病内科,3.7,肾病内科常见病、多发病诊治,主任医师，肾病内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,田学愎,疼痛科,3.7,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,项红兵,疼痛科,3.8,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,刘梅,消化内科,3.7,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,侯凌,小儿内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,梁雁,小儿内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,林汉华,小儿内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,刘艳,小儿神经内科,3.5,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。
华中科技大学同济医学院附属同济医院,陈瑜,小儿肾内科,3.6,肾小球疾病、肾功能衰竭、血液透析,主任医师，肾内科专科，在肾脏疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,冯杰雄,小儿外科,3.7,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。
华中科技大学同济医学院附属同济医院,邵景范,小儿外科,3.7,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。
华中科技大学同济医学院附属同济医院,魏明发,小儿外科,3.7,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。
华中科技大学同济医学院附属同济医院,杨继鑫,小儿外科,3.8,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。
华中科技大学同济医学院附属同济医院,易斌,小儿外科,3.7,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。
华中科技大学同济医学院附属同济医院,余东海,小儿外科,4.1,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。
华中科技大学同济医学院附属同济医院,袁继炎,小儿外科,3.7,小儿普外科疾病、小儿先天畸形、小儿肿瘤,主任医师，小儿外科专科，从事小儿外科临床工作多年。
华中科技大学同济医学院附属同济医院,曾和松,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,陈琛,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,丁虎,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,郭小梅,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,蒋建刚,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,刘启功,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,刘正湘,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,吕家高,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,马业新,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
